VideoID,Video,ClassID
95,LONGESTYARD_jump_f_cm_np1_ri_bad_21.avi,1
96,LONGESTYARD_jump_f_cm_np1_ri_bad_22.avi,1
97,Le_Parkour_TVCA_esporte_jump_f_cm_np1_fr_bad_1.avi,1
98,Le_Parkour_TVCA_esporte_jump_f_cm_np1_le_bad_2.avi,1
99,Learn_Freerunning_and_Parkour__-_Diving_Kong_jump_f_cm_np1_fr_bad_4.avi,1
100,Learn_Freerunning_and_Parkour__-_Diving_Kong_jump_f_cm_np1_le_bad_0.avi,1
101,Learn_Freerunning_and_Parkour__-_Diving_Kong_jump_f_cm_np1_le_bad_2.avi,1
102,Learn_Freerunning_and_Parkour__-_Diving_Kong_jump_f_cm_np1_le_bad_3.avi,1
103,OldSchool_jump_f_nm_np1_fr_bad_26.avi,1
104,Parkour-_Diving_Kong_jump_u_cm_np1_fr_bad_1.avi,1
105,Parkour-_Diving_Kong_jump_u_cm_np1_ri_bad_0.avi,1
106,RATRACE_jump_f_cm_np1_fr_bad_39.avi,1
107,RATRACE_jump_f_nm_np1_ba_bad_29.avi,1
108,RATRACE_jump_f_nm_np1_ba_bad_30.avi,1
109,Return_of_the_King_12_jump_f_nm_np2_fr_bad_2.avi,1
110,Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_10.avi,1
111,Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_2.avi,1
112,Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_3.avi,1
113,Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_8.avi,1
114,St__Louis_Goalkeeping__Academy_elite_training_jump_f_cm_np1_le_bad_6.avi,1
115,St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_le_bad_5.avi,1
116,St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_le_bad_7.avi,1
117,St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_le_bad_8.avi,1
118,St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_0.avi,1
119,St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_1.avi,1
120,St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_12.avi,1
121,St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_16.avi,1
122,St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_9.avi,1
123,Stadium_Plyometric_Workout_jump_f_cm_np1_ba_bad_5.avi,1
124,Stadium_Plyometric_Workout_jump_f_cm_np1_ba_bad_6.avi,1
125,Stadium_Plyometric_Workout_jump_f_cm_np1_ba_bad_7.avi,1
126,Stadium_Plyometric_Workout_jump_f_cm_np1_ba_med_8.avi,1
127,THE_PROTECTOR_jump_f_cm_np1_ba_bad_14.avi,1
128,THE_PROTECTOR_jump_f_nm_np1_ba_bad_11.avi,1
129,THE_PROTECTOR_jump_f_nm_np1_ba_bad_90.avi,1
130,THE_PROTECTOR_jump_f_nm_np1_fr_bad_95.avi,1
131,THE_PROTECTOR_jump_f_nm_np1_fr_bad_96.avi,1
132,TheBoondockSaints_jump_u_cm_np1_fr_bad_83.avi,1
133,TheBoondockSaints_jump_u_cm_np1_ri_bad_103.avi,1
134,TheBoondockSaints_jump_u_cm_np1_ri_bad_127.avi,1
135,TheBoondockSaints_jump_u_nm_np1_fr_bad_73.avi,1
136,ThePerfectScore_jump_u_cm_np1_fr_bad_4.avi,1
137,Veoh_Alpha_Dog_1_jump_f_cm_np1_ri_bad_28.avi,1
138,happy_go_lovely_jump_h_cm_np1_fr_bad_0.avi,1
139,le_parkour_kl_jump_l_nm_np1_ri_bad_0.avi,1
140,AMADEUS_pick_u_nm_np1_fr_med_8.avi,2
141,AboutABoy_pick_h_nm_np1_le_goo_9.avi,2
142,Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0.avi,2
143,Clay_sBasketballSkillz_pick_f_nm_np1_ri_med_8.avi,2
144,Cleaning_The_Beach_Jeton_Bardhi__Dimitar_Chaprazov_pick_f_cm_np3_ba_bad_3.avi,2
145,Cleaning_The_Beach_Jeton_Bardhi__Dimitar_Chaprazov_pick_f_cm_np5_le_bad_1.avi,2
146,David_Letterman_picks_up_trash_on_Broadway_pick_f_cm_np1_fr_med_0.avi,2
147,David_Letterman_picks_up_trash_on_Broadway_pick_f_cm_np3_ri_med_1.avi,2
148,Die_Pfandpiraten_Doku_pick_f_cm_np1_ba_med_1.avi,2
149,Die_Pfandpiraten_Doku_pick_f_cm_np1_ba_med_2.avi,2
150,Die_Pfandpiraten_Doku_pick_f_cm_np1_le_med_0.avi,2
151,Dollar_Prank_at_Wally_World_pick_f_nm_np1_fr_med_0.avi,2
152,Dollar_Prank_at_Wally_World_pick_f_nm_np1_le_med_1.avi,2
153,Dollar_Prank_at_Wally_World_pick_f_nm_np1_le_med_2.avi,2
154,Dollar_Prank_at_the_Rivertown_Mall_pick_f_cm_np1_le_med_0.avi,2
155,Dollar_Prank_at_the_Rivertown_Mall_pick_f_nm_np1_fr_med_1.avi,2
156,Dollar_Prank_at_the_Rivertown_Mall_pick_f_nm_np1_fr_med_3.avi,2
157,Dollar_Prank_at_the_Rivertown_Mall_pick_f_nm_np1_le_med_2.avi,2
158,Eco-Tex_picks_up_Trash_pick_f_cm_np1_ri_med_0.avi,2
159,EverythingisIlluminated_pick_u_cm_np1_ba_goo_3.avi,2
160,Flaschenrolf_auf_Tour_pick_f_cm_np1_ba_bad_0.avi,2
161,Flaschenrolf_auf_Tour_pick_u_cm_np1_ba_bad_1.avi,2
162,Gattaca_pick_f_nm_np1_fr_med_1.avi,2
163,Gattaca_pick_f_nm_np1_ri_med_0.avi,2
164,IamLegendII_pick_u_cm_np1_fr_med_2.avi,2
165,IamLegendII_pick_u_cm_np1_le_med_3.avi,2
166,IamLegendII_pick_u_nm_np1_fr_bad_0.avi,2
167,IamLegendII_pick_u_nm_np1_fr_med_1.avi,2
168,M_ll_sammeln_pick_f_cm_np1_fr_bad_0.avi,2
169,Mushroom_search_pick_f_cm_np2_le_med_0.avi,2
170,NH-__Open_Carry_Litter_Pickup_in__troubled__neighborhood_pick_f_nm_np1_le_med_0.avi,2
171,NH_open_carry_litter_pickup_spurs_stunning_encountrs__1_of_2_pick_f_cm_np1_fr_med_0.avi,2
172,NoCountryForOldMen_pick_u_nm_np1_le_goo_0.avi,2
173,Oceans13_pick_u_cm_np1_fr_med_2.avi,2
174,Oceans13_pick_u_nm_np1_ba_goo_5.avi,2
175,Oceans13_pick_u_nm_np1_ri_goo_7.avi,2
176,People_Fishing_pick_f_cm_np2_ri_med_0.avi,2
177,Pick_Up_The_Phone_pick_u_nm_np1_fr_med_0.avi,2
178,Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1.avi,2
179,Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0.avi,2
180,Pilzesuchen_pick_f_cm_np1_fr_med_0.avi,2
181,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14.avi,2
182,SafeInPort_pick_f_nm_np1_fr_med_1.avi,2
183,Search_and_Identify_Golf_Ball_-_www_mulliganplus_com_pick_f_nm_np1_le_goo_0.avi,2
184,Sixthsense_pick_h_nm_np1_fr_goo_1.avi,2
185,SoundAndTheStory_pick_u_nm_np1_le_med_3.avi,2
186,Stevie_And_Lindsay_Picking_Up_Garbage_pick_f_cm_np1_ba_med_0.avi,2
187,Stevie_And_Lindsay_Picking_Up_Garbage_pick_f_cm_np1_ri_med_3.avi,2
188,Stevie_And_Lindsay_Picking_Up_Garbage_pick_f_cm_np2_ba_med_2.avi,2
189,Stevie_And_Lindsay_Picking_Up_Garbage_pick_l_cm_np1_ba_med_1.avi,2
190,THE_WALLET_TRICK!!!_pick_f_cm_np1_fr_med_2.avi,2
191,THE_WALLET_TRICK!!!_pick_f_cm_np1_le_med_0.avi,2
192,TheBigBangS01E02TheBigBranHypothesis_pick_u_cm_np1_le_med_1.avi,2
193,ThePerfectScore_pick_u_nm_np1_ba_goo_3.avi,2
194,ThreeStories_pick_u_cm_np1_ri_goo_2.avi,2
195,ThreeStories_pick_u_cm_np1_ri_med_3.avi,2
196,Wallet_Trick_pick_f_cm_np1_fr_bad_4.avi,2
197,Wallet_Trick_pick_f_cm_np1_le_bad_2.avi,2
198,Wallet_Trick_pick_f_cm_np1_ri_bad_3.avi,2
199,Wallet_Trick_pick_f_cm_np2_fr_bad_1.avi,2
200,Wallet_Trick_pick_f_cm_np4_ri_med_0.avi,2
201,americanthrift2_pick_u_cm_np1_ri_med_1.avi,2
202,americanthrift2_pick_u_nm_np1_ri_med_2.avi,2
203,garbage_men_pick_f_cm_np1_ri_med_0.avi,2
204,garbage_men_pick_f_cm_np1_ri_med_1.avi,2
205,garbage_men_pick_f_cm_np1_ri_med_2.avi,2
206,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0.avi,2
207,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8.avi,2
208,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12.avi,2
209,prelinger_TowardEm1954_pick_u_cm_np1_le_goo_5.avi,2
210,Bar_Basics_-_How_to_Pour_Liquor_Accurately_by_Counting_pour_u_cm_np1_fr_med_0.avi,3
211,Bar_Basics_-_How_to_Pour_Liquor_Accurately_by_Counting_pour_u_cm_np1_fr_med_1.avi,3
212,Bar_Basics_-_How_to_Pour_Liquor_Accurately_by_Counting_pour_u_cm_np1_fr_med_2.avi,3
213,Bartender_School_Students_Practice_pour_u_cm_np1_fr_med_1.avi,3
214,Bartender_School_Students_Practice_pour_u_cm_np1_fr_med_2.avi,3
215,Bartender_School_Students_Practice_pour_u_cm_np1_fr_med_3.avi,3
216,Bartender_School_Students_Practice_pour_u_cm_np6_le_med_0.avi,3
217,Bartender_of_America_Bartending_School_pour_u_cm_np1_fr_med_0.avi,3
218,Bartender_of_America_Bartending_School_pour_u_cm_np1_fr_med_1.avi,3
219,Bartender_of_America_Bartending_School_pour_u_cm_np1_fr_med_2.avi,3
220,Bayerisch_leben-_Weissbier_richtig_eingeschenkt_pour_u_nm_np1_fr_med_0.avi,3
221,Bier_richtig_einschenken_pour_u_cm_np1_fr_med_0.avi,3
222,Bier_richtig_einschenken_pour_u_cm_np1_fr_med_1.avi,3
223,Bottoms_Up_-_Bartending_Lesson__Licor_43_Dreamsicle_pour_u_nm_np2_fr_goo_0.avi,3
224,Bottoms_Up_-_Bartending_Lesson__Licor_43_Dreamsicle_pour_u_nm_np2_fr_goo_1.avi,3
225,Chinese_tea_ceremony_pour_u_cm_np1_fr_goo_0.avi,3
226,Chinese_tea_ceremony_pour_u_cm_np1_fr_goo_1.avi,3
227,Chinese_tea_ceremony_pour_u_cm_np1_fr_goo_2.avi,3
228,Cocktail_Pouring_pour_u_nm_np2_ri_med_0.avi,3
229,Cuba_Libre_-_Just_do_it_with_Drinkadrink_com_pour_u_nm_np1_fr_goo_0.avi,3
230,Flaming_B52_Shot_Drink_pour_u_nm_np1_fr_med_0.avi,3
231,Flaming_B52_Shot_Drink_pour_u_nm_np1_fr_med_1.avi,3
232,Flaming_B52_Shot_Drink_pour_u_nm_np1_fr_med_2.avi,3
233,Gaiwan_tea_ceremony_pour_u_cm_np1_fr_med_0.avi,3
234,Gaiwan_tea_ceremony_pour_u_cm_np1_fr_med_1.avi,3
235,Gaiwan_tea_ceremony_pour_u_cm_np1_fr_med_2.avi,3
236,Highball_Cocktail_Drink_Recipe_pour_u_nm_np1_fr_med_0.avi,3
237,How_To_Pour_Ice_Tea_pour_u_nm_np1_fr_med_0.avi,3
238,How_To_Pour_Ice_Tea_pour_u_nm_np1_fr_med_1.avi,3
239,How_to_pour_beer__eh__pour_u_nm_np1_fr_goo_0.avi,3
240,How_to_pour_beer_pour_u_nm_np1_fr_goo_0.avi,3
241,Intro_to_Bartending_-_Lesson_2-Highball_Drinks_pour_u_nm_np1_ri_med_0.avi,3
242,Intro_to_Bartending_-_Lesson_2-Highball_Drinks_pour_u_nm_np1_ri_med_1.avi,3
243,Intro_to_Bartending_-_Lesson_2-Highball_Drinks_pour_u_nm_np1_ri_med_2.avi,3
244,KOREAN_TEA_CEREMONY_-_Simple_Demo_pour_u_nm_np1_fr_med_0.avi,3
245,KOREAN_TEA_CEREMONY_-_Simple_Demo_pour_u_nm_np1_fr_med_1.avi,3
246,KOREAN_TEA_CEREMONY_-_Simple_Demo_pour_u_nm_np1_fr_med_2.avi,3
247,Kamikaze_Martini_Coctail_pour_u_nm_np1_fr_med_0.avi,3
248,Kamikaze_Martini_Coctail_pour_u_nm_np1_fr_med_1.avi,3
249,Kamikaze_Martini_Coctail_pour_u_nm_np1_fr_med_2.avi,3
250,Katie_teaching_how_to_pour_wine_pour_u_cm_np1_fr_med_0.avi,3
251,My_First_Hefeweizen_pour_u_nm_np1_ri_med_0.avi,3
252,My_First_Hefeweizen_pour_u_nm_np1_ri_med_1.avi,3
253,My_First_Hefeweizen_pour_u_nm_np1_ri_med_2.avi,3
254,New_Orleans__best_cocktails-_Hot_Buttered_Rum_pour_u_nm_np1_fr_med_0.avi,3
255,New_Orleans__best_cocktails-_Hot_Buttered_Rum_pour_u_nm_np1_fr_med_1.avi,3
256,Pomegranate_Martini_Cocktail_Recipes_pour_u_cm_np1_fr_med_0.avi,3
257,Pomegranate_Martini_Cocktail_Recipes_pour_u_cm_np1_fr_med_2.avi,3
258,Riedel_-_How_to_Pour_a_Glass_of_Wine_pour_u_nm_np1_fr_goo_0.avi,3
259,Robin_and_the_magical_tea_pour_pour_u_cm_np1_fr_goo_0.avi,3
260,Rum_Mixed_Drinks-_Part_4_-_How_to_Make_the_Cuba_Libre_Mixed_Drink_pour_u_nm_np1_fr_goo_0.avi,3
261,Rum_Mixed_Drinks-_Part_4_-_How_to_Make_the_Cuba_Libre_Mixed_Drink_pour_u_nm_np1_fr_goo_1.avi,3
262,Rum_Mixed_Drinks-_Part_4_-_How_to_Make_the_Cuba_Libre_Mixed_Drink_pour_u_nm_np1_fr_goo_2.avi,3
263,Spirit_Pouring_pour_u_nm_np1_fr_goo_0.avi,3
264,Spirit_Pouring_pour_u_nm_np1_fr_goo_1.avi,3
265,Spirit_Pouring_pour_u_nm_np1_fr_goo_2.avi,3
266,Tea_in_Wudang_pour_u_nm_np1_fr_med_0.avi,3
267,Tea_in_Wudang_pour_u_nm_np1_fr_med_1.avi,3
268,Tea_in_Wudang_pour_u_nm_np1_fr_med_2.avi,3
269,Tequila_Sunrise_pour_u_cm_np1_le_med_0.avi,3
270,Tequila_Sunrise_pour_u_cm_np1_le_med_1.avi,3
271,The_Pomegranate_Martini_pour_u_nm_np1_fr_med_0.avi,3
272,Traditional_chinese_tea_ceremony_pour_u_cm_np1_fr_goo_0.avi,3
273,Traditional_chinese_tea_ceremony_pour_u_cm_np1_fr_goo_1.avi,3
274,Traditional_chinese_tea_ceremony_pour_u_cm_np1_fr_goo_2.avi,3
275,_Art_of_the_Drink__Flaming_Zombie_pour_u_nm_np2_fr_med_0.avi,3
276,_Art_of_the_Drink__Flaming_Zombie_pour_u_nm_np2_fr_med_1.avi,3
277,crazy_german_guy_shows_how_do_they_pour_a_wheat_beer_pour_u_cm_np1_fr_goo_0.avi,3
278,crazy_german_guy_shows_how_do_they_pour_a_wheat_beer_pour_u_cm_np1_fr_goo_1.avi,3
279,crazy_german_guy_shows_how_do_they_pour_a_wheat_beer_pour_u_cm_np1_fr_goo_2.avi,3
280,American_History_X_push_u_nm_np1_ba_med_22.avi,4
281,Ashleigh_Staley_Truck_Push_push_f_cm_np1_ba_med_2.avi,4
282,Ashleigh_Staley_Truck_Push_push_f_cm_np1_ba_med_3.avi,4
283,Ashleigh_Staley_Truck_Push_push_f_cm_np1_ba_med_4.avi,4
284,Ashleigh_Staley_Truck_Push_push_f_cm_np1_ri_med_0.avi,4
285,Ashleigh_Staley_Truck_Push_push_f_cm_np1_ri_med_1.avi,4
286,Baby_Push_Cart_push_f_cm_np1_ri_bad_0.avi,4
287,Baby_Push_Cart_push_f_cm_np1_ri_bad_1.avi,4
288,Baby_Push_Cart_push_f_cm_np1_ri_bad_2.avi,4
289,Big_Bebe_walking_and_pushing_her_lion_in_a_box!_push_f_cm_np1_ba_bad_1.avi,4
290,Big_Bebe_walking_and_pushing_her_lion_in_a_box!_push_f_cm_np1_ba_bad_4.avi,4
291,Big_Bebe_walking_and_pushing_her_lion_in_a_box!_push_f_cm_np1_ba_bad_7.avi,4
292,Big_Bebe_walking_and_pushing_her_lion_in_a_box!_push_f_cm_np1_fr_bad_3.avi,4
293,Big_Bebe_walking_and_pushing_her_lion_in_a_box!_push_f_cm_np1_fr_bad_5.avi,4
294,Big_Bebe_walking_and_pushing_her_lion_in_a_box!_push_f_cm_np1_le_bad_6.avi,4
295,Big_Bebe_walking_and_pushing_her_lion_in_a_box!_push_f_cm_np1_ri_bad_0.avi,4
296,Big_Bebe_walking_and_pushing_her_lion_in_a_box!_push_f_cm_np1_ri_bad_2.avi,4
297,Box_Pull_Push_push_f_cm_np1_ba_bad_1.avi,4
298,Box_Pull_Push_push_f_cm_np1_ba_bad_2.avi,4
299,Box_Pull_Push_push_f_cm_np1_ba_bad_3.avi,4
300,Box_Pushing_push_f_cm_np1_ri_med_0.avi,4
301,Brynley_pushing_Makayla_in_wagon_push_f_cm_np1_ba_bad_2.avi,4
302,Brynley_pushing_Makayla_in_wagon_push_f_cm_np1_ba_bad_3.avi,4
303,Brynley_pushing_Makayla_in_wagon_push_f_cm_np1_fr_bad_0.avi,4
304,Brynley_pushing_Makayla_in_wagon_push_f_cm_np1_ri_bad_1.avi,4
305,Davos_-_Anschieben_von_Michis_Auto_push_f_cm_np1_fr_bad_0.avi,4
306,Davos_-_Anschieben_von_Michis_Auto_push_f_cm_np1_ri_med_1.avi,4
307,Davos_-_Anschieben_von_Michis_Auto_push_f_cm_np4_ba_bad_2.avi,4
308,Dodge_Truck_Push_80_ft__23_seconds!_push_f_cm_np1_le_bad_0.avi,4
309,Dodge_Truck_Push_80_ft__23_seconds!_push_f_cm_np1_le_bad_1.avi,4
310,Dodge_Truck_Push_80_ft__23_seconds!_push_f_cm_np1_le_bad_2.avi,4
311,Dodge_Truck_Push_80_ft__23_seconds!_push_f_cm_np1_le_bad_3.avi,4
312,Joshua_pushing_wagon_push_f_cm_np1_le_bad_0.avi,4
313,Joshua_pushing_wagon_push_f_cm_np1_ri_bad_1.avi,4
314,Kommandant__muss_Auto_schieben_push_f_cm_np1_le_bad_5.avi,4
315,Kommandant__muss_Auto_schieben_push_f_cm_np1_le_bad_6.avi,4
316,Kommandant__muss_Auto_schieben_push_f_cm_np1_ri_bad_1.avi,4
317,Kommandant__muss_Auto_schieben_push_f_cm_np1_ri_bad_2.avi,4
318,Kommandant__muss_Auto_schieben_push_f_cm_np1_ri_bad_3.avi,4
319,Kommandant__muss_Auto_schieben_push_u_cm_np1_ba_bad_4.avi,4
320,Neil_pushing_wagon_push_f_cm_np1_fr_bad_3.avi,4
321,Neil_pushing_wagon_push_f_cm_np1_fr_bad_4.avi,4
322,Neil_pushing_wagon_push_f_cm_np1_fr_bad_5.avi,4
323,Neil_pushing_wagon_push_f_cm_np1_le_bad_1.avi,4
324,Neil_pushing_wagon_push_f_cm_np1_le_bad_2.avi,4
325,Push_That_Car!_push_f_cm_np1_ri_med_0.avi,4
326,Pushing_Music_Table_push_f_cm_np1_ba_bad_0.avi,4
327,Pushing_Music_Table_push_f_cm_np1_ba_bad_1.avi,4
328,Pushing_Music_Table_push_f_cm_np1_ba_bad_6.avi,4
329,Pushing_Music_Table_push_f_cm_np1_fr_bad_3.avi,4
330,Pushing_Music_Table_push_f_cm_np1_fr_bad_8.avi,4
331,Pushing_Music_Table_push_f_cm_np1_le_bad_5.avi,4
332,Pushing_Music_Table_push_f_cm_np1_ri_bad_2.avi,4
333,Pushing_Music_Table_push_f_cm_np1_ri_bad_7.avi,4
334,Pushing_Music_Table_push_u_cm_np1_fr_bad_4.avi,4
335,Pushing_wagon_down_dancing_shortened_push_f_cm_np1_fr_bad_0.avi,4
336,Return_of_the_King_10_push_u_cm_np1_le_med_3.avi,4
337,TheBoondockSaints_push_u_cm_np1_ba_bad_87.avi,4
338,Trevor_pushing_cart_push_f_cm_np1_ri_bad_0.avi,4
339,Trevor_pushing_cart_push_f_cm_np1_ri_bad_1.avi,4
340,Trevor_pushing_cart_push_f_cm_np1_ri_bad_2.avi,4
341,box_pushing_1_push_f_cm_np1_ba_bad_2.avi,4
342,box_pushing_1_push_f_cm_np1_le_med_1.avi,4
343,box_pushing_1_push_u_cm_np1_fr_bad_0.avi,4
344,cmd_pushing_box_2_push_f_cm_np1_ba_bad_0.avi,4
345,cmd_pushing_box_2_push_f_cm_np1_ba_bad_1.avi,4
346,cmd_pushing_box_2_push_f_cm_np1_ba_bad_2.avi,4
